entry,exit,entry_px,exit_px,pnl,ret,giveback,why,symbol,variant
2017-01-05,2017-01-30,40.29371643066406,40.8294563293457,132.958671013512,0.013295867101351222,0.7620547453170322,chandelier,GOOGL,C
2017-01-20,2017-02-02,56.19301223754883,56.578128814697266,68.53460275815186,0.006853460275815237,0.8585574983187626,chandelier,MSFT,C
2016-12-22,2017-02-27,13.896666526794434,16.415332794189453,1812.4247729041565,0.18124247729041576,0.4791122269962911,chandelier,TSLA,C
2017-02-07,2017-03-23,41.097084045410156,41.613502502441406,125.65817478939242,0.012565817478939145,0.758461587870267,chandelier,GOOGL,C
2017-01-05,2017-04-19,26.82706069946289,32.5048713684082,2116.4490335159935,0.21164490335159925,0.14269208017570043,chandelier,AAPL,C
2017-03-14,2017-05-04,17.200000762939453,19.69733238220215,1451.9369235399415,0.14519369235399404,0.42218129791542,chandelier,TSLA,C
2017-04-20,2017-06-09,32.911537170410156,34.564727783203125,502.3133997762056,0.05023133997762064,0.49980551955134456,chandelier,AAPL,C
2017-03-29,2017-06-29,42.12001419067383,46.47886276245117,1034.863984623841,0.10348639846238417,0.4304125330119127,chandelier,GOOGL,C
2017-02-09,2017-06-29,57.37525939941406,62.06865310668945,818.0169913660244,0.0818016991366024,0.437617758616434,chandelier,MSFT,C
2017-05-09,2017-07-05,21.417333602905273,21.805999755859375,181.47270811590607,0.01814727081159062,0.9062551467591174,chandelier,TSLA,C
2017-07-10,2017-07-31,47.1320686340332,46.8594856262207,-57.83387313827189,-0.005783387313827215,1.1162544008642288,chandelier,GOOGL,C
2017-07-10,2017-09-21,33.655242919921875,35.727638244628906,615.771910973282,0.06157719109732818,0.5450605032868567,chandelier,AAPL,C
2017-07-20,2017-09-22,21.994667053222656,23.4060001373291,641.6705834606653,0.06416705834606651,0.615650124195792,chandelier,TSLA,C
2017-10-04,2017-10-25,23.667333602905273,21.722667694091797,-821.6666657264509,-0.08216666657264504,7.286625971143175,chandelier,TSLA,C
2017-08-16,2017-12-01,46.798526763916016,50.80302429199219,855.6888015465986,0.08556888015465991,0.3674639084066795,chandelier,GOOGL,C
2017-07-07,2017-12-04,62.94769287109375,74.24069213867188,1794.0290982076629,0.17940290982076634,0.23553901049496942,chandelier,MSFT,C
2017-12-18,2017-12-26,22.591333389282227,21.152666091918945,-636.8226578630429,-0.06368226578630432,0.0,cross,TSLA,C
2017-10-05,2017-12-29,36.19347381591797,39.558780670166016,929.8104048713825,0.09298104048713829,0.3330780640254735,chandelier,AAPL,C
2018-01-02,2018-01-25,40.26708984375,39.99826431274414,-66.7606057574545,-0.006676060575745435,1.164289510985117,chandelier,AAPL,C
2017-12-07,2018-02-02,51.76944351196289,55.46814727783203,714.4569296006521,0.07144569296006531,0.4780753458798553,chandelier,GOOGL,C
2017-12-08,2018-02-05,77.06090545654297,80.57698059082031,456.2722321320462,0.04562722321320467,0.6460843882374986,chandelier,MSFT,C
2018-01-11,2018-02-08,22.530000686645508,21.01533317565918,-672.2891543825546,-0.06722891543825549,2.388754911922046,chandelier,TSLA,C
2018-02-22,2018-03-15,23.077999114990234,21.706666946411133,-594.2162324152085,-0.05942162324152089,2.8284428914388022,cross,TSLA,C
2018-02-16,2018-03-21,40.47114944458008,40.198883056640625,-67.27419202962994,-0.0067274192029630475,1.1248663826660485,chandelier,AAPL,C
2018-02-15,2018-03-22,54.088382720947266,52.194679260253906,-350.1127904791224,-0.035011279047912236,1.5124022646222448,chandelier,GOOGL,C
2018-02-13,2018-03-22,82.25261688232422,82.60220336914062,42.50156409206369,0.00425015640920634,0.9483686098816403,chandelier,MSFT,C
2018-04-04,2018-04-20,40.2786979675293,38.89623260498047,-343.22493831933286,-0.03432249383193331,1.8884065041049012,chandelier,AAPL,C
2018-05-03,2018-06-19,41.517967224121094,43.7514762878418,537.962047049134,0.05379620470491342,0.46653042183659005,chandelier,AAPL,C
2018-05-11,2018-06-27,54.68410873413086,55.356143951416016,122.89406060406509,0.012289406060406405,0.8319506487981281,chandelier,GOOGL,C
2018-03-26,2018-06-27,86.27278900146484,90.1207504272461,446.0226069329826,0.04460226069329831,0.5430735362064123,chandelier,MSFT,C
2018-06-11,2018-07-03,22.139999389648438,20.724000930786133,-639.5657172079034,-0.06395657172079039,1.5484113312137293,chandelier,TSLA,C
2018-07-17,2018-07-24,21.512666702270508,19.82866668701172,-782.7946384169355,-0.0782794638416936,22.775829325440867,cross,TSLA,C
2018-07-02,2018-08-17,56.60358428955078,60.25817108154297,645.6458257656374,0.06456458257656372,0.4857393461780224,chandelier,GOOGL,C
2018-08-03,2018-08-17,23.211332321166992,20.366666793823242,-1225.5502993034263,-0.12255502993034262,2.3589160918807117,chandelier,TSLA,C
2018-07-02,2018-08-21,92.4028549194336,98.29557800292969,637.7208895367986,0.06377208895367992,0.4105500543758228,chandelier,MSFT,C
2018-08-24,2018-09-05,61.294002532958984,59.42803955078125,-304.4283135490083,-0.03044283135490078,2.3494788591733475,chandelier,GOOGL,C
2018-09-20,2018-10-09,59.054847717285156,56.7552375793457,-389.40243296341015,-0.03894024329634105,3.3246439740707463,cross,GOOGL,C
2018-08-23,2018-10-10,99.76100158691406,98.4625244140625,-130.15879473907444,-0.013015879473907477,1.173911532927866,chandelier,MSFT,C
2018-07-02,2018-10-10,44.102542877197266,51.15659713745117,1599.4665613490345,0.15994665613490344,0.34494001588429546,chandelier,AAPL,C
2018-10-16,2018-10-30,102.95159912109375,96.20873260498047,-654.9550054275685,-0.06549550054275688,0.0,cross,MSFT,C
2018-10-31,2018-11-01,99.06538391113281,98.23991394042969,-83.3257731523675,-0.008332577315236733,0.0,cross,MSFT,C
2018-10-16,2018-11-12,52.52558135986328,46.070125579833984,-1229.0117715788192,-0.12290117715788196,48.06864517564598,cross,AAPL,C
2018-11-05,2018-11-20,99.71463775634766,94.74271392822266,-498.61524245556376,-0.04986152424555634,2.204626410169673,cross,MSFT,C
2018-11-28,2018-12-18,103.50811767578125,96.847900390625,-643.4487878543077,-0.06434487878543083,8.37098612717739,cross,MSFT,C
2018-10-30,2018-12-20,21.99333381652832,21.025333404541016,-440.13355140357936,-0.04401335514035798,1.3096610947182419,chandelier,TSLA,C
2018-12-28,2019-01-03,22.257999420166016,20.02400016784668,-1003.6837588805513,-0.10036837588805514,0.0,cross,TSLA,C
2019-01-08,2019-01-23,22.356666564941406,19.172666549682617,-1424.1837019888183,-0.14241837019888182,4.993313908983044,cross,TSLA,C
2019-01-24,2019-01-29,98.92514038085938,95.8884506225586,-306.9684558050259,-0.030696845580502563,4.360760936563289,cross,MSFT,C
2019-01-30,2019-01-31,99.09282684326172,97.27640533447266,-183.30504504247864,-0.01833050450424789,0.0,cross,MSFT,C
2019-02-01,2019-03-28,55.43940353393555,58.09832763671875,479.6090746459102,0.04796090746459103,0.5434433031962591,chandelier,GOOGL,C
2019-04-01,2019-04-30,59.42209243774414,59.42110061645508,-0.16691120227743916,-1.6691120227729783e-05,1.0002058455382583,chandelier,GOOGL,C
2019-03-21,2019-05-07,4.559380054473877,4.290933132171631,-588.7794373246719,-0.05887794373246713,2.3272116894322665,chandelier,NVDA,C
2019-03-12,2019-05-13,43.108070373535156,44.42462921142578,305.4089005799909,0.030540890057999093,0.8208444182587864,chandelier,AAPL,C
2019-05-15,2019-05-21,58.025474548339844,57.21466827392578,-139.7328123079108,-0.013973281230791113,2.1941569751109613,cross,GOOGL,C
2019-02-05,2019-06-03,99.87528228759766,112.52250671386719,1266.301745195672,0.12663017451956726,0.4328095157607182,chandelier,MSFT,C
2019-07-19,2019-07-25,17.211999893188477,15.254667282104492,-1137.1906944169714,-0.11371906944169718,5.382087436267518,chandelier,TSLA,C
2019-07-16,2019-08-02,4.146193027496338,4.00002908706665,-352.52565295530394,-0.03525256529553045,1.508637755229032,chandelier,NVDA,C
2019-06-12,2019-08-05,46.450687408447266,46.24736404418945,-43.771874131799656,-0.004377187413179939,1.0450932915057098,chandelier,AAPL,C
2019-06-05,2019-08-05,118.14676666259766,124.13720703125,507.03379685030086,0.050703379685030026,0.5886532959695642,chandelier,MSFT,C
2019-07-17,2019-08-05,56.83305358886719,57.23002624511719,69.84890502659204,0.006984890502659269,0.918665178529558,chandelier,GOOGL,C
2019-08-22,2019-08-28,4.255380630493164,4.004733085632324,-589.0132202622538,-0.05890132202622533,0.0,cross,NVDA,C
2019-09-17,2019-09-24,16.319332122802734,14.880666732788086,-881.5712427375781,-0.08815712427375777,12.922468979688611,cross,TSLA,C
2019-08-08,2019-10-02,59.779422760009766,58.37834930419922,-234.37386831841633,-0.0234373868318416,1.7111933420082412,chandelier,GOOGL,C
2019-09-30,2019-10-04,16.058000564575195,15.428667068481445,-391.91273755594034,-0.03919127375559406,3.471198855593586,cross,TSLA,C
2019-10-09,2019-12-05,16.302000045776367,22.024667739868164,3510.4083413215694,0.3510408341321569,0.25350020601155654,chandelier,TSLA,C
2019-10-10,2020-02-24,59.941978454589844,70.36901092529297,1739.5209066384614,0.1739520906638461,0.33294286810377394,chandelier,GOOGL,C
2019-08-08,2020-02-24,130.40928649902344,161.97869873046875,2420.7947975914826,0.24207947975914834,0.34180321219341875,chandelier,MSFT,C
2019-08-08,2020-02-24,48.660911560058594,71.98169708251953,4792.508971739628,0.47925089717396285,0.2310050161877024,chandelier,AAPL,C
2019-08-29,2020-02-24,4.148309707641602,6.793331623077393,6376.143783487033,0.6376143783487034,0.28019968540115503,chandelier,NVDA,C
2019-12-06,2020-02-27,22.392667770385742,45.266666412353516,10214.950213399134,1.0214950213399132,0.409987432318645,chandelier,TSLA,C
2020-03-02,2020-03-12,163.77964782714844,131.80850219726562,-1952.0829391222571,-0.19520829391222572,0.0,cross,MSFT,C
2020-03-02,2020-03-12,72.13378143310547,59.9235954284668,-1692.7139770097874,-0.16927139770097877,13.870233212706072,cross,AAPL,C
2020-03-02,2020-03-12,6.87574577331543,5.380359649658203,-2174.871167373257,-0.21748711673732568,8.440588973590618,chandelier,NVDA,C
2020-04-13,2020-08-11,43.39666748046875,91.6259994506836,11113.602672813782,1.1113602672813783,0.2707625684000939,chandelier,TSLA,C
2020-04-30,2020-09-04,66.74317169189453,78.3656234741211,1741.3694146689802,0.17413694146689807,0.3673687283612188,chandelier,GOOGL,C
2020-03-27,2020-09-08,6.286245822906494,11.861616134643555,8869.157313926431,0.886915731392643,0.3029369901462429,chandelier,NVDA,C
2020-04-17,2020-09-08,68.2688980102539,109.43243408203125,6029.617772004263,0.6029617772004263,0.3348077473372951,chandelier,AAPL,C
2020-04-08,2020-09-08,156.51907348632812,193.09263610839844,2336.6840735397654,0.23366840735397654,0.430273762194319,chandelier,MSFT,C
2020-08-12,2020-09-08,103.65066528320312,110.06999969482422,619.3239950830653,0.061932399508306535,0.8972183057557358,chandelier,TSLA,C
2020-09-14,2020-10-28,12.816727638244629,12.572531700134277,-190.5290843363794,-0.01905290843363794,1.178236291965661,chandelier,NVDA,C
2020-09-14,2020-10-28,139.8733367919922,135.33999633789062,-324.1032607124518,-0.032410326071245166,1.3262962747374283,chandelier,TSLA,C
2020-09-22,2020-10-28,197.62791442871094,193.11167907714844,-228.5221379083881,-0.022852213790838793,1.3069943336282517,chandelier,MSFT,C
2020-09-25,2020-10-28,108.90864562988281,107.8610610961914,-96.18929035730893,-0.009618929035730917,1.0891099004150187,chandelier,AAPL,C
2020-11-04,2020-12-03,13.73475170135498,13.342158317565918,-285.83944750186623,-0.028583944750186663,1.5135695519066237,chandelier,NVDA,C
2020-11-04,2020-12-09,206.17445373535156,202.32948303222656,-186.49113085855237,-0.018649113085855262,1.5505428216237238,chandelier,MSFT,C
2020-10-09,2020-12-22,74.85871124267578,85.25503540039062,1388.7928318739291,0.13887928318739284,0.33304668052128067,chandelier,GOOGL,C
2020-11-04,2021-02-16,111.49845886230469,129.6070556640625,1624.1118475118183,0.16241118475118177,0.34395104806192295,chandelier,AAPL,C
2020-11-03,2021-02-19,141.3000030517578,260.4333190917969,8431.232375586067,0.8431232375586069,0.22167308882253786,chandelier,TSLA,C
2020-12-14,2021-02-25,13.255260467529297,13.254016876220703,-0.9381870025414507,-9.381870025415573e-05,1.0006176649328786,chandelier,NVDA,C
2020-12-14,2021-02-25,204.6221923828125,219.25469970703125,715.0987463199434,0.07150987463199443,0.5025194215679917,chandelier,MSFT,C
2021-03-01,2021-03-05,124.35232543945312,118.1536865234375,-498.473904216108,-0.04984739042161079,0.0,cross,AAPL,C
2021-03-09,2021-03-26,224.52667236328125,206.23666381835938,-814.602931242346,-0.08146029312423464,2.5969171534961797,cross,TSLA,C
2021-03-01,2021-05-04,226.86666870117188,237.25538635253906,457.9217260447887,0.045792172604478765,0.5665210775293991,chandelier,MSFT,C
2021-04-05,2021-05-04,13.936090469360352,14.298505783081055,260.0552246108786,0.026005522461087782,0.8307935897298896,chandelier,NVDA,C
2021-04-05,2021-05-06,230.35000610351562,221.17999267578125,-398.090435630964,-0.03980904356309645,1.3859974552272214,chandelier,TSLA,C
2020-12-28,2021-05-12,87.91840362548828,109.04557037353516,2403.04258003178,0.240304258003178,0.31110212763310924,chandelier,GOOGL,C
2021-04-07,2021-05-12,124.45936584472656,119.67030334472656,-384.78924165295484,-0.038478924165295525,1.709142876509597,chandelier,AAPL,C
2021-05-20,2021-05-21,124.09565734863281,122.26314544677734,-147.66930132834804,-0.01476693013283481,0.0,cross,AAPL,C
2021-05-24,2021-05-27,123.89097595214844,122.1169204711914,-143.1948910986254,-0.014319489109862582,0.0,cross,AAPL,C
2021-05-20,2021-07-15,14.558794021606445,18.900875091552734,2982.4455676083367,0.2982445567608336,0.2844717713001172,chandelier,NVDA,C
2021-06-14,2021-09-17,127.18563079833984,142.5855712890625,1210.8239267327415,0.12108239267327425,0.40257226770550275,chandelier,AAPL,C
2021-07-21,2021-09-20,19.343095779418945,21.04393768310547,879.3018051930545,0.08793018051930557,0.5034297074251857,chandelier,NVDA,C
2021-05-07,2021-09-28,241.7268829345703,272.6141052246094,1277.7735730121292,0.12777735730121287,0.40317449927808063,chandelier,MSFT,C
2021-05-17,2021-09-28,113.44010162353516,134.63613891601562,1868.47834135605,0.18684783413560502,0.3050262271764529,chandelier,GOOGL,C
2021-09-22,2021-10-04,21.869224548339844,19.667455673217773,-1006.7887273530295,-0.10067887273530296,5.083169444523048,chandelier,NVDA,C
2021-06-28,2021-11-15,229.57333374023438,337.7966613769531,4714.1070730442525,0.47141070730442514,0.40008133659987977,chandelier,TSLA,C
2021-10-06,2021-12-01,136.3559112548828,139.811767578125,253.44382149904303,0.0253443821499042,0.715932907472466,chandelier,GOOGL,C
2021-11-17,2021-12-14,363.0033264160156,319.5033264160156,-1198.3361262686433,-0.11983361262686432,2.9230773381974386,chandelier,TSLA,C
2021-10-07,2021-12-20,21.006059646606445,27.631704330444336,3154.1587500482374,0.3154158750048237,0.45960568242683103,chandelier,NVDA,C
2021-12-07,2022-01-05,145.97509765625,136.56407165527344,-644.7007847282385,-0.06447007847282382,11.353898066075745,chandelier,GOOGL,C
2021-10-06,2022-01-05,281.8352355957031,304.76666259765625,813.6465603203924,0.08136465603203913,0.5289373495833942,chandelier,MSFT,C
2021-12-22,2022-01-13,29.307415008544922,26.491308212280273,-960.88542624574,-0.096088542624574,2.8284811647186165,chandelier,NVDA,C
2022-01-12,2022-01-13,140.1874237060547,137.36891174316406,-201.05312505068125,-0.020105312505068085,0.0,cross,GOOGL,C
2021-10-07,2022-01-18,139.8814697265625,166.0028076171875,1867.3908661158957,0.18673908661158967,0.3136483460529191,chandelier,AAPL,C
2021-12-22,2022-01-19,336.2900085449219,331.8833312988281,-131.03800690245907,-0.01310380069024586,1.0692474652870692,chandelier,TSLA,C
2022-01-28,2022-02-22,166.5209197998047,160.85000610351562,-340.5526286491071,-0.034055262864910674,1.93943752401367,chandelier,AAPL,C
2022-03-02,2022-03-08,163.04269409179688,154.1152801513672,-547.5506884965569,-0.05475506884965564,0.0,cross,AAPL,C
2022-03-24,2022-04-06,28.066131591796875,24.33428192138672,-1329.6629990507474,-0.1329662999050748,8.397245358205513,chandelier,NVDA,C
2022-03-25,2022-04-08,140.42779541015625,132.11598205566406,-591.8923194810083,-0.059189231948100884,7.457813185380138,chandelier,GOOGL,C
2022-03-29,2022-04-11,304.4605407714844,275.357177734375,-955.8993412861724,-0.09558993412861727,0.0,cross,MSFT,C
2022-03-23,2022-04-11,166.61561584472656,162.24981689453125,-262.0281975408544,-0.02620281975408545,1.5097108306670561,chandelier,AAPL,C
2022-03-24,2022-04-11,337.97332763671875,325.30999755859375,-374.68430324586376,-0.037468430324586355,1.2888312397026713,chandelier,TSLA,C
2022-04-19,2022-04-28,342.7166748046875,292.5033264160156,-1465.1562669744098,-0.146515626697441,0.0,cross,TSLA,C
2022-08-16,2022-08-22,120.6303482055664,113.23590850830078,-612.9833667283084,-0.0612983366728308,0.0,cross,GOOGL,C
2022-08-04,2022-08-23,274.4407958984375,268.0325927734375,-233.50038408179987,-0.02335003840817995,1.6744653651705244,chandelier,MSFT,C
2022-07-27,2022-08-26,153.70449829101562,160.62290954589844,450.11117643309785,0.045011117643309895,0.6079818985433065,chandelier,AAPL,C
2022-07-29,2022-08-31,297.1499938964844,275.6099853515625,-724.8867234513754,-0.07248867234513756,2.769924796946741,chandelier,TSLA,C
2022-09-12,2022-09-15,160.43638610839844,149.5789794921875,-676.7421580335996,-0.06767421580335997,0.0,cross,AAPL,C
2022-09-07,2022-09-23,283.70001220703125,275.3299865722656,-295.0308521191591,-0.029503085211915914,1.3299182990025549,chandelier,TSLA,C
2022-12-13,2022-12-19,249.80828857421875,233.79415893554688,-641.0567771819161,-0.06410567771819164,55.896014227429646,cross,MSFT,C
2022-11-15,2022-12-22,16.624797821044922,15.304991722106934,-793.8779846497009,-0.07938779846497013,1.9379410417191918,chandelier,NVDA,C
2023-02-02,2023-02-10,106.79303741455078,93.7387924194336,-1222.3872745975964,-0.12223872745975961,0.0,chandelier,GOOGL,C
2023-02-01,2023-02-24,245.75372314453125,242.92835998535156,-114.96725758730628,-0.01149672575873062,1.1496293267435866,chandelier,MSFT,C
2023-02-02,2023-03-01,148.302978515625,143.1031036376953,-350.62511420711866,-0.03506251142071182,2.113955373662223,chandelier,AAPL,C
2023-02-09,2023-03-08,207.32000732421875,182.0,-1221.300715305392,-0.12213007153053923,4.658961564158594,chandelier,TSLA,C
2023-03-24,2023-04-12,190.41000366210938,180.5399932861328,-518.3556633658446,-0.05183556633658448,1.578886135446116,cross,TSLA,C
2023-03-20,2023-07-10,100.33036041259766,115.42648315429688,1504.6415341894578,0.1504641534189457,0.41625206660821357,chandelier,GOOGL,C
2023-05-26,2023-07-27,193.1699981689453,255.7100067138672,3237.563241587069,0.3237563241587069,0.375661278944592,chandelier,TSLA,C
2023-03-03,2023-08-02,248.8450927734375,319.9300537109375,2856.5948456222814,0.2856594845622282,0.3053734645859489,chandelier,MSFT,C
2023-03-03,2023-08-04,148.7362060546875,179.47390747070312,2066.5917352170427,0.20665917352170426,0.31690615108848025,chandelier,AAPL,C
2023-01-12,2023-08-09,16.474397659301758,42.47126770019531,15780.164215117891,1.5780164215117893,0.15941889106063717,chandelier,NVDA,C
2023-08-23,2023-09-07,178.85714721679688,175.3416290283203,-196.5545265135713,-0.019655452651357153,1.414917680280366,chandelier,AAPL,C
2023-08-14,2023-09-15,43.667930603027344,43.81825256347656,34.423880035844306,0.00344238800358454,0.9731140941886844,chandelier,NVDA,C
2023-08-21,2023-09-20,315.1056823730469,314.01904296875,-34.484919348754424,-0.0034484919348753973,1.065992905303971,chandelier,MSFT,C
2023-07-13,2023-09-21,123.44538116455078,129.2935333251953,473.7441049211096,0.047374410492110997,0.5683975344691772,chandelier,GOOGL,C
2023-08-23,2023-09-26,236.86000061035156,244.1199951171875,306.509942080894,0.030650994208089477,0.8147015559833485,chandelier,TSLA,C
2023-09-28,2023-10-18,43.008766174316406,42.1174201965332,-207.2475118608469,-0.020724751186084744,1.2315894325260544,chandelier,NVDA,C
2023-10-13,2023-10-18,176.6155242919922,173.6431121826172,-168.29846194385587,-0.016829846194385545,0.0,cross,AAPL,C
2023-10-02,2023-10-19,251.60000610351562,220.11000061035156,-1251.5900130864125,-0.12515900130864122,3.6198031842913037,chandelier,TSLA,C
2023-10-02,2023-10-25,132.99072265625,124.50597381591797,-637.9955436638335,-0.0637995543663833,2.3416830137508535,chandelier,GOOGL,C
2023-11-03,2023-12-04,127.96532440185547,128.13380432128906,13.166060432473754,0.0013166060432474591,0.9818983939466223,chandelier,GOOGL,C
2023-10-24,2023-12-04,43.581695556640625,45.42525100708008,423.0114103852362,0.04230114103852367,0.7262088344767808,chandelier,NVDA,C
2023-11-08,2024-01-02,180.6050262451172,183.5622100830078,163.73762676334016,0.016373762676334058,0.8065628225167334,chandelier,AAPL,C
2023-10-09,2024-01-04,322.8785400390625,360.92730712890625,1178.4235361458377,0.11784235361458384,0.2756417965597717,chandelier,MSFT,C
2023-11-28,2024-01-05,246.72000122070312,237.49000549316406,-374.1081258864935,-0.03741081258864931,1.627037701230447,chandelier,TSLA,C
2024-01-18,2024-01-31,186.51870727539062,182.33604431152344,-224.24897882717903,-0.022424897882717953,1.6458046200421717,chandelier,AAPL,C
2023-12-07,2024-01-31,135.72647094726562,138.86863708496094,231.50724510594188,0.02315072451059419,0.8088039768401427,chandelier,GOOGL,C
2024-02-06,2024-02-20,187.1812286376953,179.75694274902344,-396.63624086164066,-0.039663624086164084,0.0,cross,AAPL,C
2024-02-07,2024-02-26,144.26080322265625,136.3608856201172,-547.6135877564818,-0.05476135877564814,3.303454320570203,chandelier,GOOGL,C
2023-12-08,2024-04-09,47.42170715332031,85.20654296875,7967.835424664613,0.7967835424664613,0.20312338091551121,chandelier,NVDA,C
2024-01-08,2024-04-18,367.5486755371094,397.2982482910156,809.4049777334212,0.08094049777334211,0.45330116514350066,chandelier,MSFT,C
2024-04-11,2024-04-19,90.4594497680664,76.0683822631836,-1590.8860314517503,-0.15908860314517503,0.0,chandelier,NVDA,C
2024-04-26,2024-06-24,87.58344268798828,117.9156494140625,3463.2352640134527,0.34632352640134534,0.3650826883474548,chandelier,NVDA,C
2024-05-03,2024-07-17,399.64703369140625,436.6576232910156,926.0819292903269,0.09260819292903277,0.39005489572829255,chandelier,MSFT,C
2024-06-25,2024-07-17,125.88250732421875,117.79584503173828,-642.3976185708419,-0.06423976185708424,1.9183653134677001,chandelier,NVDA,C
2024-03-14,2024-07-18,141.84226989746094,176.33038330078125,2431.441165475713,0.2431441165475714,0.2796198153450742,chandelier,GOOGL,C
2024-05-09,2024-07-25,182.73704528808594,215.6221923828125,1799.5884218705053,0.1799588421870506,0.3431680099477469,chandelier,AAPL,C
2024-06-26,2024-08-01,196.3699951171875,216.86000061035156,1043.4387127695484,0.10434387127695488,0.6936761697413877,chandelier,TSLA,C
2024-07-31,2024-09-03,116.82743835449219,107.82229614257812,-770.8071270543101,-0.07708071270543104,1.6949144958475468,chandelier,NVDA,C
2024-09-16,2024-10-02,425.43145751953125,411.4161071777344,-329.4385051710343,-0.03294385051710347,2.933330807506757,chandelier,MSFT,C
2024-10-04,2024-10-09,166.001708984375,160.83462524414062,-311.26690031370276,-0.031126690031370252,0.0,cross,GOOGL,C
2024-08-13,2024-10-11,207.8300018310547,217.8000030517578,479.71905561583714,0.047971905561583705,0.8146840026921267,chandelier,TSLA,C
2024-10-16,2024-10-17,164.11373901367188,161.8978271484375,-135.0229346154726,-0.013502293461547299,0.0,cross,GOOGL,C
2024-10-22,2024-10-23,164.09385681152344,161.74879455566406,-142.90981401899097,-0.014290981401899105,0.0,cross,GOOGL,C
2024-10-24,2024-10-31,418.9120178222656,400.7838134765625,-432.7449100157945,-0.04327449100157943,3.356409839382123,chandelier,MSFT,C
2024-07-31,2024-11-01,220.17276000976562,221.25144958496094,48.99287155901883,0.004899287155901932,0.9258516109205065,chandelier,AAPL,C
2024-11-13,2024-11-15,419.3755798339844,409.3153076171875,-239.8869343031221,-0.02398869343031218,7.035426583668985,cross,MSFT,C
2024-10-28,2024-11-21,165.66383361816406,166.56809997558594,54.5844157817876,0.005458441578178652,0.9389241070554395,chandelier,GOOGL,C
2024-09-11,2024-12-13,116.71763610839844,134.0498046875,1484.965696444089,0.14849656964440894,0.45718426892838093,chandelier,NVDA,C
2024-11-27,2024-12-30,418.03094482421875,419.849365234375,43.499660316316834,0.004349966031631736,0.9415317951405039,chandelier,MSFT,C
2024-10-24,2025-01-02,260.4800109863281,379.2799987792969,4560.810149812388,0.45608101498123865,0.45847387330265255,chandelier,TSLA,C
2024-11-07,2025-01-02,225.78741455078125,242.30194091796875,731.4192600169599,0.07314192600169589,0.4771926061825113,chandelier,AAPL,C
2024-12-20,2025-01-27,134.49911499023438,118.24340057373047,-1208.6112550022497,-0.12086112550022499,2.105226546986947,chandelier,NVDA,C
2025-01-22,2025-02-03,440.9688415527344,406.10247802734375,-790.6763526107557,-0.07906763526107552,36.279798666007906,cross,MSFT,C
2024-12-02,2025-02-07,170.40362548828125,184.376953125,820.0135177100269,0.08200135177100276,0.5996642578919068,chandelier,GOOGL,C
2025-01-15,2025-02-07,428.2200012207031,361.6199951171875,-1555.275463865832,-0.15552754638658317,0.0,chandelier,TSLA,C
2025-01-29,2025-02-07,237.8404083251953,226.18490600585938,-490.0555965830482,-0.049005559658304776,0.0,cross,AAPL,C
2025-02-19,2025-02-25,360.55999755859375,302.79998779296875,-1601.9527999979687,-0.16019527999979688,0.0,cross,TSLA,C
2025-02-14,2025-02-27,138.6429443359375,119.9708251953125,-1346.777452690394,-0.13467774526903942,15.841493735673309,cross,NVDA,C
2025-02-12,2025-03-10,235.625,226.28436279296875,-396.41961621352783,-0.039641961621352806,1.9178855949294584,chandelier,AAPL,C
2025-05-13,2025-06-05,334.07000732421875,284.70001220703125,-1477.8338083272874,-0.1477833808327288,2.713045890717025,chandelier,TSLA,C
2025-05-28,2025-06-23,171.66188049316406,164.7200927734375,-404.38725824182023,-0.040438725824182065,2.079579593832018,chandelier,GOOGL,C
2025-06-10,2025-07-07,326.0899963378906,293.94000244140625,-985.9239552743264,-0.0985923955274326,2.4231960650015063,chandelier,TSLA,C
2025-07-21,2025-08-01,211.64036560058594,201.58030700683594,-475.33742276440995,-0.04753374227644103,6.260354415836212,cross,AAPL,C
2025-05-02,2025-08-20,431.0393981933594,501.7125549316406,1639.5985386602197,0.16395985386602185,0.29577581286356225,chandelier,MSFT,C
2025-05-14,2025-09-05,135.1505889892578,166.7978515625,2341.6296451181292,0.23416296451181284,0.3374492353801249,chandelier,NVDA,C
2025-06-25,2025-10-10,170.1944580078125,236.10804748535156,3872.8399413871284,0.38728399413871273,0.21557702410463153,chandelier,GOOGL,C
2025-08-28,2025-11-05,506.43267822265625,503.9682312011719,-48.66287519465452,-0.004866287519465495,1.0764742759305135,chandelier,MSFT,C
2025-07-14,2025-11-13,316.8999938964844,401.989990234375,2685.0740920394383,0.2685074092039439,0.4382386238057255,chandelier,TSLA,C
2025-09-10,2025-11-18,177.09414672851562,181.1289825439453,227.83563940230442,0.02278356394023051,0.8640651474773396,chandelier,NVDA,C
2025-11-12,2025-11-20,507.9232177734375,476.3088684082031,-622.4237888518056,-0.06224237888518058,0.0,cross,MSFT,C
2025-10-13,2025-12-17,243.67320251464844,296.3342590332031,2161.134502075129,0.21611345020751282,0.3345430173095808,chandelier,GOOGL,C
2025-08-07,2025-12-17,219.16053771972656,271.33587646484375,2380.690396545824,0.23806903965458237,0.21539349724567874,chandelier,AAPL,C
2025-12-04,2025-12-18,183.1566162109375,173.9278564453125,-503.8725849246111,-0.05038725849246106,5.258068149816953,cross,NVDA,C
2025-11-24,2026-01-06,417.7799987792969,432.9599914550781,363.34895687049095,0.03633489568704906,0.7894592040118972,chandelier,TSLA,C
